name,team,level,age,playerid,playeridlevel,date,playeridunique
Sandro Bargallo,MIA,A,20,sa3009639,sa3009639-A,2022-06-01,sa3009639-A-2022-06-01-MIA
Angeudis Santos,MIA,A,20,sa3009794,sa3009794-A,2022-06-01,sa3009794-A-2022-06-01-MIA
Angeudis Santos,MIA,A+,20,sa3009794,sa3009794-A+,2022-06-01,sa3009794-A+-2022-06-01-MIA
Juan Brito,COL,A,20,sa3009808,sa3009808-A,2022-06-01,sa3009808-A-2022-06-01-COL
Sergio Campana,PIT,A,20,sa3009834,sa3009834-A,2022-06-01,sa3009834-A-2022-06-01-PIT
Brandon Hernandez,STL,A,20,sa3009835,sa3009835-A,2022-06-01,sa3009835-A-2022-06-01-STL
Kenedy Corona,HOU,A,22,sa3009845,sa3009845-A,2022-06-01,sa3009845-A-2022-06-01-HOU
Evan Edwards,TBR,AA,25,sa3009866,sa3009866-AA,2022-06-01,sa3009866-AA-2022-06-01-TBR
Morgan McCullough,KCR,A+,24,sa3009868,sa3009868-A+,2022-06-01,sa3009868-A+-2022-06-01-KCR
Austin Shenton,TBR,AA,24,sa3009869,sa3009869-AA,2022-06-01,sa3009869-AA-2022-06-01-TBR
Matthew Acosta,SDP,A,24,sa3009870,sa3009870-A,2022-06-01,sa3009870-A-2022-06-01-SDP
Matthew Acosta,SDP,A+,24,sa3009870,sa3009870-A+,2022-06-01,sa3009870-A+-2022-06-01-SDP
Will Wilson,SFG,AA,23,sa3009871,sa3009871-AA,2022-06-01,sa3009871-AA-2022-06-01-SFG
Quin Cotton,CIN,A+,24,sa3009872,sa3009872-A+,2022-06-01,sa3009872-A+-2022-06-01-CIN
Quin Cotton,CIN,AA,24,sa3009872,sa3009872-AA,2022-06-01,sa3009872-AA-2022-06-01-CIN
Tanner Morris,TOR,AA,24,sa3009873,sa3009873-AA,2022-06-01,sa3009873-AA-2022-06-01-TOR
Trevor Schwecke,TOR,A+,24,sa3009874,sa3009874-A+,2022-06-01,sa3009874-A+-2022-06-01-TOR
J.D. Orr,MIA,A+,25,sa3009875,sa3009875-A+,2022-06-01,sa3009875-A+-2022-06-01-MIA
J.D. Orr,MIA,AAA,25,sa3009875,sa3009875-AAA,2022-06-01,sa3009875-AAA-2022-06-01-MIA
J.D. Orr,MIA,AA,25,sa3009875,sa3009875-AA,2022-06-01,sa3009875-AA-2022-06-01-MIA
Peyton Burdick,MIA,AAA,25,sa3009876,sa3009876-AAA,2022-06-01,sa3009876-AAA-2022-06-01-MIA
Luke Ritter,NYM,AA,25,sa3009878,sa3009878-AA,2022-06-01,sa3009878-AA-2022-06-01-NYM
Will Robertson,TOR,AA,24,sa3009879,sa3009879-AA,2022-06-01,sa3009879-AA-2022-06-01-TOR
Logan Driscoll,TBR,A+,24,sa3009882,sa3009882-A+,2022-06-01,sa3009882-A+-2022-06-01-TBR
Cameron Eden,TOR,A,24,sa3009883,sa3009883-A,2022-06-01,sa3009883-A-2022-06-01-TOR
Cameron Eden,TOR,A+,24,sa3009883,sa3009883-A+,2022-06-01,sa3009883-A+-2022-06-01-TOR
Isaac Collins,COL,AA,24,sa3009884,sa3009884-AA,2022-06-01,sa3009884-AA-2022-06-01-COL
Zach Ashford,NYM,AA,25,sa3009886,sa3009886-AA,2022-06-01,sa3009886-AA-2022-06-01-NYM
Nic Gaddis,NYM,A+,25,sa3009888,sa3009888-A+,2022-06-01,sa3009888-A+-2022-06-01-NYM
Joseph Ortiz,BAL,AA,23,sa3009889,sa3009889-AA,2022-06-01,sa3009889-AA-2022-06-01-BAL
Patrick Frick,SEA,AA,25,sa3009891,sa3009891-AA,2022-06-01,sa3009891-AA-2022-06-01-SEA
Nic Ready,MIA,A+,25,sa3009892,sa3009892-A+,2022-06-01,sa3009892-A+-2022-06-01-MIA
Trent Tingelstad,SEA,A+,24,sa3009896,sa3009896-A+,2022-06-01,sa3009896-A+-2022-06-01-SEA
Trent Tingelstad,SEA,AAA,24,sa3009896,sa3009896-AAA,2022-06-01,sa3009896-AAA-2022-06-01-SEA
Trent Tingelstad,SEA,AA,24,sa3009896,sa3009896-AA,2022-06-01,sa3009896-AA-2022-06-01-SEA
Aaron Schunk,COL,AA,24,sa3009957,sa3009957-AA,2022-06-01,sa3009957-AA-2022-06-01-COL
Joshua Rivera,KCR,A,23,sa3009961,sa3009961-A,2022-06-01,sa3009961-A-2022-06-01-KCR
Brenton Doyle,COL,AA,24,sa3009965,sa3009965-AA,2022-06-01,sa3009965-AA-2022-06-01-COL
Garrett Hiott,TBR,AAA,24,sa3009972,sa3009972-AAA,2022-06-01,sa3009972-AAA-2022-06-01-TBR
Garrett Hiott,TBR,A+,24,sa3009972,sa3009972-A+,2022-06-01,sa3009972-A+-2022-06-01-TBR
Carter Aldrete,SFG,A+,24,sa3010008,sa3010008-A+,2022-06-01,sa3010008-A+-2022-06-01-SFG
Jake Alu,WSN,AA,25,sa3010009,sa3010009-AA,2022-06-01,sa3010009-AA-2022-06-01-WSN
Connor Cannon,NYY,A,24,sa3010010,sa3010010-A,2022-06-01,sa3010010-A-2022-06-01-NYY
Ivan Gonzalez,CHW,A,25,sa3010014,sa3010014-A,2022-06-01,sa3010014-A-2022-06-01-CHW
Ivan Gonzalez,CHW,A+,25,sa3010014,sa3010014-A+,2022-06-01,sa3010014-A+-2022-06-01-CHW
Julio Carrion,LAD,A,23,sa3010015,sa3010015-A,2022-06-01,sa3010015-A-2022-06-01-LAD
Tyler Osik,CHW,A+,25,sa3010017,sa3010017-A+,2022-06-01,sa3010017-A+-2022-06-01-CHW
Aaron Bracho,CLE,A+,21,sa3010018,sa3010018-A+,2022-06-01,sa3010018-A+-2022-06-01-CLE
Kody Hoese,LAD,AA,24,sa3010021,sa3010021-AA,2022-06-01,sa3010021-AA-2022-06-01-LAD
Marco Luciano,SFG,A+,20,sa3010022,sa3010022-A+,2022-06-01,sa3010022-A+-2022-06-01-SFG
Jairo Pomares,SFG,A+,21,sa3010023,sa3010023-A+,2022-06-01,sa3010023-A+-2022-06-01-SFG
Bryan Ramos,CHW,A+,20,sa3010024,sa3010024-A+,2022-06-01,sa3010024-A+-2022-06-01-CHW
Joe Naranjo,CLE,A+,21,sa3010025,sa3010025-A+,2022-06-01,sa3010025-A+-2022-06-01-CLE
Nerwilian Cedeno,SDP,A,20,sa3010026,sa3010026-A,2022-06-01,sa3010026-A-2022-06-01-SDP
Christian Cairo,CLE,A+,21,sa3010028,sa3010028-A+,2022-06-01,sa3010028-A+-2022-06-01-CLE
Jack Dunn,WSN,AA,25,sa3010029,sa3010029-AA,2022-06-01,sa3010029-AA-2022-06-01-WSN
Julian Escobedo,CLE,AA,24,sa3010030,sa3010030-AA,2022-06-01,sa3010030-AA-2022-06-01-CLE
Will Bartlett,CLE,A,21,sa3010032,sa3010032-A,2022-06-01,sa3010032-A-2022-06-01-CLE
Korey Lee,HOU,AAA,23,sa3010034,sa3010034-AAA,2022-06-01,sa3010034-AAA-2022-06-01-HOU
Brandon Lewis,LAD,AA,23,sa3010035,sa3010035-AA,2022-06-01,sa3010035-AA-2022-06-01-LAD
Yordys Valdes,CLE,A,20,sa3010037,sa3010037-A,2022-06-01,sa3010037-A-2022-06-01-CLE
James Beard,CHW,A,21,sa3010038,sa3010038-A,2022-06-01,sa3010038-A-2022-06-01-CHW
Will Brennan,CLE,AA,24,sa3010039,sa3010039-AA,2022-06-01,sa3010039-AA-2022-06-01-CLE
Will Brennan,CLE,AAA,24,sa3010039,sa3010039-AAA,2022-06-01,sa3010039-AAA-2022-06-01-CLE
Grant McCray,SFG,A,21,sa3010042,sa3010042-A,2022-06-01,sa3010042-A-2022-06-01-SFG
DJ Gladney,CHW,A,20,sa3010043,sa3010043-A,2022-06-01,sa3010043-A-2022-06-01-CHW
Ashton Creal,CIN,AAA,23,sa3010048,sa3010048-AAA,2022-06-01,sa3010048-AAA-2022-06-01-CIN
Ashton Creal,CIN,A+,23,sa3010048,sa3010048-A+,2022-06-01,sa3010048-A+-2022-06-01-CIN
AJ Lee,HOU,A+,25,sa3010146,sa3010146-A+,2022-06-01,sa3010146-A+-2022-06-01-HOU
AJ Lee,HOU,AAA,25,sa3010146,sa3010146-AAA,2022-06-01,sa3010146-AAA-2022-06-01-HOU
Michael Amditis,CLE,A+,24,sa3010148,sa3010148-A+,2022-06-01,sa3010148-A+-2022-06-01-CLE
Greg Jones,TBR,AA,24,sa3010151,sa3010151-AA,2022-06-01,sa3010151-AA-2022-06-01-TBR
Cody Freeman,TEX,A+,21,sa3010153,sa3010153-A+,2022-06-01,sa3010153-A+-2022-06-01-TEX
Darryl Collins,KCR,A,20,sa3010154,sa3010154-A,2022-06-01,sa3010154-A-2022-06-01-KCR
Omar Hernandez,KCR,A,20,sa3010155,sa3010155-A,2022-06-01,sa3010155-A-2022-06-01-KCR
Daniel Cope,COL,AA,25,sa3010157,sa3010157-AA,2022-06-01,sa3010157-AA-2022-06-01-COL
Ripken Reyes,SDP,A+,25,sa3010159,sa3010159-A+,2022-06-01,sa3010159-A+-2022-06-01-SDP
Jaxx Groshans,BOS,A+,23,sa3010160,sa3010160-A+,2022-06-01,sa3010160-A+-2022-06-01-BOS
Chris Givin,SDP,AA,25,sa3010161,sa3010161-AA,2022-06-01,sa3010161-AA-2022-06-01-SDP
Joshua Mears,SDP,A+,21,sa3010162,sa3010162-A+,2022-06-01,sa3010162-A+-2022-06-01-SDP
Misael Gonzalez,CHW,A,21,sa3010164,sa3010164-A,2022-06-01,sa3010164-A-2022-06-01-CHW
Dilan Rosario,SFG,A,21,sa3010165,sa3010165-A,2022-06-01,sa3010165-A-2022-06-01-SFG
Jimmy Govern,KCR,AAA,25,sa3010166,sa3010166-AAA,2022-06-01,sa3010166-AAA-2022-06-01-KCR
Ike Freeman,CLE,AA,24,sa3010167,sa3010167-AA,2022-06-01,sa3010167-AA-2022-06-01-CLE
Ike Freeman,CLE,AAA,24,sa3010167,sa3010167-AAA,2022-06-01,sa3010167-AAA-2022-06-01-CLE
Blaine Crim,TEX,AA,25,sa3010170,sa3010170-AA,2022-06-01,sa3010170-AA-2022-06-01-TEX
Chase Barbary,DET,A+,25,sa3010173,sa3010173-A+,2022-06-01,sa3010173-A+-2022-06-01-DET
Alex Erro,BOS,A+,24,sa3010177,sa3010177-A+,2022-06-01,sa3010177-A+-2022-06-01-BOS
Blake Sabol,PIT,AA,24,sa3010269,sa3010269-AA,2022-06-01,sa3010269-AA-2022-06-01-PIT
Jack Stronach,SDP,A+,24,sa3010271,sa3010271-A+,2022-06-01,sa3010271-A+-2022-06-01-SDP
Jared Triolo,PIT,AA,24,sa3010272,sa3010272-AA,2022-06-01,sa3010272-AA-2022-06-01-PIT
Wil Dalton,BOS,AA,24,sa3010273,sa3010273-AA,2022-06-01,sa3010273-AA-2022-06-01-BOS
Kellen Strahm,TEX,AA,25,sa3010278,sa3010278-AA,2022-06-01,sa3010278-AA-2022-06-01-TEX
Dustin Harris,TEX,AA,22,sa3010279,sa3010279-AA,2022-06-01,sa3010279-AA-2022-06-01-TEX
Daniel Millwee,CHW,A,26,sa3010281,sa3010281-A,2022-06-01,sa3010281-A-2022-06-01-CHW
Grae Kessinger,HOU,AA,24,sa3010327,sa3010327-AA,2022-06-01,sa3010327-AA-2022-06-01-HOU
C.J. Stubbs,HOU,A+,25,sa3010328,sa3010328-A+,2022-06-01,sa3010328-A+-2022-06-01-HOU
Shea Langeliers,OAK,AAA,24,sa3010329,sa3010329-AAA,2022-06-01,sa3010329-AAA-2022-06-01-OAK
Braden Shewmake,ATL,AAA,24,sa3010332,sa3010332-AAA,2022-06-01,sa3010332-AAA-2022-06-01-ATL
Ashton McGee,MIL,A+,23,sa3010334,sa3010334-A+,2022-06-01,sa3010334-A+-2022-06-01-MIL
Ashton McGee,MIL,AA,23,sa3010334,sa3010334-AA,2022-06-01,sa3010334-AA-2022-06-01-MIL
Glenallen Hill Jr.,ARI,A,21,sa3010335,sa3010335-A,2022-06-01,sa3010335-A-2022-06-01-ARI
Trevor Boone,COL,A,24,sa3010336,sa3010336-A,2022-06-01,sa3010336-A-2022-06-01-COL
Tyler Tolbert,KCR,A+,24,sa3010337,sa3010337-A+,2022-06-01,sa3010337-A+-2022-06-01-KCR
Pierce Jones,SDP,A,21,sa3010338,sa3010338-A,2022-06-01,sa3010338-A-2022-06-01-SDP
Pedro Pages,STL,AA,23,sa3010339,sa3010339-AA,2022-06-01,sa3010339-AA-2022-06-01-STL
Jalen Greer,OAK,A,20,sa3010340,sa3010340-A,2022-06-01,sa3010340-A-2022-06-01-OAK
Glenn Santiago,TOR,A,21,sa3010341,sa3010341-A,2022-06-01,sa3010341-A-2022-06-01-TOR
Jackson Cluff,WSN,AA,25,sa3010342,sa3010342-AA,2022-06-01,sa3010342-AA-2022-06-01-WSN
Yorvis Torrealba,COL,A+,24,sa3010343,sa3010343-A+,2022-06-01,sa3010343-A+-2022-06-01-COL
Grayson Byrd,CHC,A+,26,sa3010387,sa3010387-A+,2022-06-01,sa3010387-A+-2022-06-01-CHC
Nelson Maldonado,CHC,AAA,25,sa3010389,sa3010389-AAA,2022-06-01,sa3010389-AAA-2022-06-01-CHC
Nelson Maldonado,CHC,AA,25,sa3010389,sa3010389-AA,2022-06-01,sa3010389-AA-2022-06-01-CHC
Nick Quintana,CIN,A+,24,sa3010390,sa3010390-A+,2022-06-01,sa3010390-A+-2022-06-01-CIN
Michael Toglia,COL,AA,23,sa3010393,sa3010393-AA,2022-06-01,sa3010393-AA-2022-06-01-COL
Darius Hill,CHC,AAA,24,sa3010395,sa3010395-AAA,2022-06-01,sa3010395-AAA-2022-06-01-CHC
Darius Hill,CHC,AA,24,sa3010395,sa3010395-AA,2022-06-01,sa3010395-AA-2022-06-01-CHC
Tyler Malone,SDP,A,24,sa3010398,sa3010398-A,2022-06-01,sa3010398-A-2022-06-01-SDP
Matt Gorski,PIT,AA,24,sa3010399,sa3010399-AA,2022-06-01,sa3010399-AA-2022-06-01-PIT
Matt Gorski,PIT,A+,24,sa3010399,sa3010399-A+,2022-06-01,sa3010399-A+-2022-06-01-PIT
Andre Lipcius,DET,AA,24,sa3010401,sa3010401-AA,2022-06-01,sa3010401-AA-2022-06-01-DET
Bryce Windham,CHC,AA,25,sa3010403,sa3010403-AA,2022-06-01,sa3010403-AA-2022-06-01-CHC
McCarthy Tatum,PHI,A+,26,sa3010582,sa3010582-A+,2022-06-01,sa3010582-A+-2022-06-01-PHI
Cooper Johnson,DET,AA,24,sa3010584,sa3010584-AA,2022-06-01,sa3010584-AA-2022-06-01-DET
Cooper Johnson,DET,A+,24,sa3010584,sa3010584-A+,2022-06-01,sa3010584-A+-2022-06-01-DET
Spencer Steer,MIN,AAA,24,sa3010586,sa3010586-AAA,2022-06-01,sa3010586-AAA-2022-06-01-MIN
Spencer Steer,MIN,AA,24,sa3010586,sa3010586-AA,2022-06-01,sa3010586-AA-2022-06-01-MIN
Ryan Kreidler,DET,AAA,24,sa3010587,sa3010587-AAA,2022-06-01,sa3010587-AAA-2022-06-01-DET
Bryant Packard,DET,A+,24,sa3010590,sa3010590-A+,2022-06-01,sa3010590-A+-2022-06-01-DET
Corbin Carroll,ARI,AA,21,sa3010593,sa3010593-AA,2022-06-01,sa3010593-AA-2022-06-01-ARI
Oliver Dunn,NYY,AAA,24,sa3010595,sa3010595-AAA,2022-06-01,sa3010595-AAA-2022-06-01-NYY
Oliver Dunn,NYY,AA,24,sa3010595,sa3010595-AA,2022-06-01,sa3010595-AA-2022-06-01-NYY
Corey Joyce,DET,A+,23,sa3010596,sa3010596-A+,2022-06-01,sa3010596-A+-2022-06-01-DET
Victor Torres,CHW,A,21,sa3010597,sa3010597-A,2022-06-01,sa3010597-A-2022-06-01-CHW
Oscar Santos,ARI,A,21,sa3010598,sa3010598-A,2022-06-01,sa3010598-A-2022-06-01-ARI
Jake Holton,DET,AA,24,sa3010599,sa3010599-AA,2022-06-01,sa3010599-AA-2022-06-01-DET
Jake Holton,DET,A+,24,sa3010599,sa3010599-A+,2022-06-01,sa3010599-A+-2022-06-01-DET
Hunter Markwardt,PHI,AA,24,sa3010602,sa3010602-AA,2022-06-01,sa3010602-AA-2022-06-01-PHI
Hunter Markwardt,PHI,AAA,24,sa3010602,sa3010602-AAA,2022-06-01,sa3010602-AAA-2022-06-01-PHI
Joe Davis,BOS,A+,25,sa3010635,sa3010635-A+,2022-06-01,sa3010635-A+-2022-06-01-BOS
Garrett Frechette,SFG,A,21,sa3010636,sa3010636-A,2022-06-01,sa3010636-A-2022-06-01-SFG
Herbert Iser,PHI,A,24,sa3010679,sa3010679-A,2022-06-01,sa3010679-A-2022-06-01-PHI
Kerry Carpenter,DET,AA,24,sa3010689,sa3010689-AA,2022-06-01,sa3010689-AA-2022-06-01-DET
Orelvis Martinez,TOR,AA,20,sa3010692,sa3010692-AA,2022-06-01,sa3010692-AA-2022-06-01-TOR
Andrick Nava,PHI,A+,20,sa3010693,sa3010693-A+,2022-06-01,sa3010693-A+-2022-06-01-PHI
Riley Greene,DET,AAA,21,sa3010694,sa3010694-AAA,2022-06-01,sa3010694-AAA-2022-06-01-DET
Riley Greene,DET,A,21,sa3010694,sa3010694-A,2022-06-01,sa3010694-A-2022-06-01-DET
Nasim Nunez,MIA,A+,21,sa3010695,sa3010695-A+,2022-06-01,sa3010695-A+-2022-06-01-MIA
Colin Barber,HOU,A+,21,sa3010696,sa3010696-A+,2022-06-01,sa3010696-A+-2022-06-01-HOU
Victor Mesa Jr.,MIA,A+,20,sa3010700,sa3010700-A+,2022-06-01,sa3010700-A+-2022-06-01-MIA
Cade Bunnell,ATL,AA,25,sa3010702,sa3010702-AA,2022-06-01,sa3010702-AA-2022-06-01-ATL
Cade Bunnell,ATL,A+,25,sa3010702,sa3010702-A+,2022-06-01,sa3010702-A+-2022-06-01-ATL
Andrew Navigato,DET,AA,24,sa3010703,sa3010703-AA,2022-06-01,sa3010703-AA-2022-06-01-DET
Andrew Navigato,DET,A+,24,sa3010703,sa3010703-A+,2022-06-01,sa3010703-A+-2022-06-01-DET
Sammy Siani,PIT,A+,21,sa3010704,sa3010704-A+,2022-06-01,sa3010704-A+-2022-06-01-PIT
Keoni Cavaco,MIN,A,21,sa3010706,sa3010706-A,2022-06-01,sa3010706-A-2022-06-01-MIN
Kyle Schmidt,MIN,A,24,sa3010707,sa3010707-A,2022-06-01,sa3010707-A-2022-06-01-MIN
Sal Gozzo,PHI,AA,24,sa3010708,sa3010708-AA,2022-06-01,sa3010708-AA-2022-06-01-PHI
Tre Fletcher,STL,A,21,sa3010709,sa3010709-A,2022-06-01,sa3010709-A-2022-06-01-STL
Andres Alvarez,PIT,AA,25,sa3010710,sa3010710-AA,2022-06-01,sa3010710-AA-2022-06-01-PIT
Vaughn Grissom,ATL,A+,21,sa3010711,sa3010711-A+,2022-06-01,sa3010711-A+-2022-06-01-ATL
Vito Friscia,PHI,AA,25,sa3010712,sa3010712-AA,2022-06-01,sa3010712-AA-2022-06-01-PHI
Luis Guerrero,HOU,AA,23,sa3010713,sa3010713-AA,2022-06-01,sa3010713-AA-2022-06-01-HOU
Stephen Paolini,ATL,A,21,sa3010720,sa3010720-A,2022-06-01,sa3010720-A-2022-06-01-ATL
Cam Coursey,ARI,A+,23,sa3010721,sa3010721-A+,2022-06-01,sa3010721-A+-2022-06-01-ARI
Patrick Romeri,STL,A,21,sa3010723,sa3010723-A,2022-06-01,sa3010723-A-2022-06-01-STL
Chase Strumpf,CHC,AA,24,sa3010845,sa3010845-AA,2022-06-01,sa3010845-AA-2022-06-01-CHC
Maverick Handley,BAL,AA,24,sa3010848,sa3010848-AA,2022-06-01,sa3010848-AA-2022-06-01-BAL
Jeremy Ydens,WSN,A+,24,sa3010852,sa3010852-A+,2022-06-01,sa3010852-A+-2022-06-01-WSN
Branden Fryman,NYM,A+,24,sa3010853,sa3010853-A+,2022-06-01,sa3010853-A+-2022-06-01-NYM
Branden Fryman,NYM,AA,24,sa3010853,sa3010853-AA,2022-06-01,sa3010853-AA-2022-06-01-NYM
Branden Fryman,NYM,AAA,24,sa3010853,sa3010853-AAA,2022-06-01,sa3010853-AAA-2022-06-01-NYM
Kevin Strohschein,WSN,A+,24,sa3010859,sa3010859-A+,2022-06-01,sa3010859-A+-2022-06-01-WSN
Francisco Alvarez,NYM,AA,20,sa3010862,sa3010862-AA,2022-06-01,sa3010862-AA-2022-06-01-NYM
Anthony Volpe,NYY,AA,21,sa3010868,sa3010868-AA,2022-06-01,sa3010868-AA-2022-06-01-NYY
Brett Baty,NYM,AA,22,sa3010869,sa3010869-AA,2022-06-01,sa3010869-AA-2022-06-01-NYM
Kadon Morton,ATL,A,21,sa3010870,sa3010870-A,2022-06-01,sa3010870-A-2022-06-01-ATL
William Lugo,NYM,A,20,sa3010876,sa3010876-A,2022-06-01,sa3010876-A-2022-06-01-NYM
Daniel Mateo,TEX,A,20,sa3010886,sa3010886-A,2022-06-01,sa3010886-A-2022-06-01-TEX
Spencer Henson,NYY,A+,24,sa3010887,sa3010887-A+,2022-06-01,sa3010887-A+-2022-06-01-NYY
Chad Bell,NYY,AA,25,sa3010888,sa3010888-AA,2022-06-01,sa3010888-AA-2022-06-01-NYY
Hudson Head,PIT,A+,21,sa3010889,sa3010889-A+,2022-06-01,sa3010889-A+-2022-06-01-PIT
Shayne Fontana,BAL,AA,25,sa3010897,sa3010897-AA,2022-06-01,sa3010897-AA-2022-06-01-BAL
Junior Martina,WSN,A,24,sa3010898,sa3010898-A,2022-06-01,sa3010898-A-2022-06-01-WSN
Troy Johnston,MIA,AA,25,sa3010899,sa3010899-AA,2022-06-01,sa3010899-AA-2022-06-01-MIA
Zade Richardson,STL,A+,22,sa3010901,sa3010901-A+,2022-06-01,sa3010901-A+-2022-06-01-STL
Javier Valdes,ATL,A+,23,sa3010902,sa3010902-A+,2022-06-01,sa3010902-A+-2022-06-01-ATL
Micah Yonamine,PHI,A,21,sa3010905,sa3010905-A,2022-06-01,sa3010905-A-2022-06-01-PHI
Aaron Antonini,STL,A+,23,sa3010906,sa3010906-A+,2022-06-01,sa3010906-A+-2022-06-01-STL
Fernando Villalobos,NYM,A,20,sa3011114,sa3011114-A,2022-06-01,sa3011114-A-2022-06-01-NYM
Allan Berrios,WSN,A,24,sa3011153,sa3011153-A,2022-06-01,sa3011153-A-2022-06-01-WSN
James Free,CIN,AAA,24,sa3011156,sa3011156-AAA,2022-06-01,sa3011156-AAA-2022-06-01-CIN
James Free,CIN,AA,24,sa3011156,sa3011156-AA,2022-06-01,sa3011156-AA-2022-06-01-CIN
Tevin Mitchell,MIA,A+,25,sa3011157,sa3011157-A+,2022-06-01,sa3011157-A+-2022-06-01-MIA
Will Holland,MIN,A+,24,sa3011204,sa3011204-A+,2022-06-01,sa3011204-A+-2022-06-01-MIN
Antoine Duplantis,NYM,AA,25,sa3011224,sa3011224-AA,2022-06-01,sa3011224-AA-2022-06-01-NYM
Christian Koss,BOS,AA,24,sa3011227,sa3011227-AA,2022-06-01,sa3011227-AA-2022-06-01-BOS
Jake Mangum,NYM,AA,26,sa3011255,sa3011255-AA,2022-06-01,sa3011255-AA-2022-06-01-NYM
Jake Mangum,NYM,AAA,26,sa3011255,sa3011255-AAA,2022-06-01,sa3011255-AAA-2022-06-01-NYM
Drew Mendoza,WSN,A+,24,sa3011256,sa3011256-A+,2022-06-01,sa3011256-A+-2022-06-01-WSN
Tyler Fitzgerald,SFG,AA,24,sa3011257,sa3011257-AA,2022-06-01,sa3011257-AA-2022-06-01-SFG
Zach Watson,BAL,AA,25,sa3011258,sa3011258-AA,2022-06-01,sa3011258-AA-2022-06-01-BAL
Kervin Pichardo,SDP,A,20,sa3011260,sa3011260-A,2022-06-01,sa3011260-A-2022-06-01-SDP
Najee Gaskins,SFG,A,24,sa3011262,sa3011262-A,2022-06-01,sa3011262-A-2022-06-01-SFG
Jake Guenther,TEX,A+,25,sa3011263,sa3011263-A+,2022-06-01,sa3011263-A+-2022-06-01-TEX
Drew Campbell,ATL,A+,24,sa3011264,sa3011264-A+,2022-06-01,sa3011264-A+-2022-06-01-ATL
Bryan Arias,HOU,AA,25,sa3011265,sa3011265-AA,2022-06-01,sa3011265-AA-2022-06-01-HOU
Jase Bowen,PIT,A,21,sa3011267,sa3011267-A,2022-06-01,sa3011267-A-2022-06-01-PIT
Jake Washer,CHC,A+,26,sa3011306,sa3011306-A+,2022-06-01,sa3011306-A+-2022-06-01-CHC
Thomas Dillard,MIL,AA,24,sa3011308,sa3011308-AA,2022-06-01,sa3011308-AA-2022-06-01-MIL
Darell Hernaiz,BAL,A+,20,sa3011309,sa3011309-A+,2022-06-01,sa3011309-A+-2022-06-01-BAL
Darell Hernaiz,BAL,A,20,sa3011309,sa3011309-A,2022-06-01,sa3011309-A-2022-06-01-BAL
Jeremy De La Rosa,WSN,A,20,sa3011329,sa3011329-A,2022-06-01,sa3011329-A-2022-06-01-WSN
Darrien Miller,MIL,A+,21,sa3011330,sa3011330-A+,2022-06-01,sa3011330-A+-2022-06-01-MIL
Cameron Barstad,MIA,A,21,sa3011350,sa3011350-A,2022-06-01,sa3011350-A-2022-06-01-MIA
Taylor Floyd,MIL,AA,24,sa3011367,sa3011367-AA,2022-06-01,sa3011367-AA-2022-06-01-MIL
Philip Clarke,TOR,AA,24,sa3011379,sa3011379-AA,2022-06-01,sa3011379-AA-2022-06-01-TOR
Connor Blair,ATL,A,24,sa3011382,sa3011382-A,2022-06-01,sa3011382-A-2022-06-01-ATL
Jose Bonilla,LAA,A,20,sa3011404,sa3011404-A,2022-06-01,sa3011404-A-2022-06-01-LAA
Warren Saunders,NYM,A+,23,sa3011405,sa3011405-A+,2022-06-01,sa3011405-A+-2022-06-01-NYM
Hunter Bishop,SFG,A+,24,sa3011413,sa3011413-A+,2022-06-01,sa3011413-A+-2022-06-01-SFG
Andrew Daschbach,BAL,AA,24,sa3011414,sa3011414-AA,2022-06-01,sa3011414-AA-2022-06-01-BAL
Kade Strowd,BAL,A+,24,sa3011418,sa3011418-A+,2022-06-01,sa3011418-A+-2022-06-01-BAL
Marcus Lee Sang,PHI,A,21,sa3011445,sa3011445-A,2022-06-01,sa3011445-A-2022-06-01-PHI
Jamari Baylor,PHI,A,21,sa3011446,sa3011446-A,2022-06-01,sa3011446-A-2022-06-01-PHI
Cameron Cannon,BOS,AA,24,sa3011467,sa3011467-AA,2022-06-01,sa3011467-AA-2022-06-01-BOS
Stephen Scott,BOS,A+,25,sa3011469,sa3011469-A+,2022-06-01,sa3011469-A+-2022-06-01-BOS
Yolbert Sanchez,CHW,AA,25,sa3011471,sa3011471-AA,2022-06-01,sa3011471-AA-2022-06-01-CHW
Yolbert Sanchez,CHW,AAA,25,sa3011471,sa3011471-AAA,2022-06-01,sa3011471-AAA-2022-06-01-CHW
Gunnar Henderson,BAL,AA,21,sa3011484,sa3011484-AA,2022-06-01,sa3011484-AA-2022-06-01-BAL
T.J. Schofield-Sam,OAK,A,21,sa3011501,sa3011501-A,2022-06-01,sa3011501-A-2022-06-01-OAK
Ethan Hearn,CHC,A,21,sa3011502,sa3011502-A,2022-06-01,sa3011502-A-2022-06-01-CHC
Michael Busch,LAD,AAA,24,sa3011540,sa3011540-AAA,2022-06-01,sa3011540-AAA-2022-06-01-LAD
Michael Busch,LAD,AA,24,sa3011540,sa3011540-AA,2022-06-01,sa3011540-AA-2022-06-01-LAD
Jared Alvarez-Lopez,SDP,A,21,sa3011560,sa3011560-A,2022-06-01,sa3011560-A-2022-06-01-SDP
Luke Berryhill,HOU,AA,24,sa3011587,sa3011587-AA,2022-06-01,sa3011587-AA-2022-06-01-HOU
Mahki Backstrom,ATL,A,20,sa3011599,sa3011599-A,2022-06-01,sa3011599-A-2022-06-01-ATL
